,Unnamed: 0,PSU,contraceptive_No,contraceptive_Yes,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,dt_Jointly,dt_rest,edu_noedu,edu_primary,edu_secondary,edu_higher,rel_Hindu,rel_nonHindu,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,caste_OBC,caste_SC,caste_ST,caste_Others,residence_rural,residence_urban,counselling_no,counselling_yes,parity_0,parity_1_2,parity_3,sum(mediaFP),outlier
2810,2811,334867,15,4,0,5,4,3,3,2,2,10,9,8,2,9,0,0,19,0,1,2,10,6,19,0,0,0,0,19,16,3,3,7,9,1,No
2811,2812,334868,13,7,1,5,3,5,2,2,2,10,10,17,1,2,0,0,20,1,4,7,8,0,1,0,0,19,20,0,11,9,2,3,15,0,No
2812,2813,334870,19,8,1,8,3,5,4,2,4,11,16,10,4,10,3,27,0,6,8,4,4,5,18,6,0,3,27,0,23,4,4,7,16,0,No
2813,2814,334871,10,8,0,0,6,6,4,1,1,7,11,5,2,7,4,9,9,0,1,5,2,10,12,0,0,6,0,18,10,8,1,7,10,1,No
2814,2815,334872,9,6,1,1,2,2,4,4,1,4,11,7,1,6,1,9,6,0,0,0,10,5,12,0,0,3,0,15,15,0,1,4,10,1,No
2815,2816,334877,11,7,2,4,4,2,3,2,1,9,9,7,0,8,3,18,0,3,5,7,3,0,12,4,0,2,18,0,13,5,2,9,7,0,No
2816,2817,334878,13,8,0,2,1,7,2,4,5,12,9,3,2,12,4,19,2,0,0,0,8,13,14,1,0,6,0,21,21,0,1,9,11,4,No
2817,2818,334879,21,5,2,5,8,2,3,4,2,13,13,17,6,2,1,26,0,11,10,1,4,0,25,0,0,1,26,0,16,10,4,4,18,1,No
2818,2819,334880,18,2,0,1,10,4,4,1,0,2,18,4,2,10,4,20,0,2,1,8,9,0,10,2,1,7,20,0,19,1,2,6,12,0,No
2819,2820,334882,12,10,1,3,8,1,2,1,6,10,12,12,7,2,1,22,0,6,10,6,0,0,2,20,0,0,22,0,5,17,4,3,15,0,No
2820,2821,334884,15,8,0,6,2,5,4,4,2,1,22,17,1,4,1,23,0,15,4,1,3,0,23,0,0,0,23,0,22,1,1,6,16,1,No
2821,2822,334885,7,10,0,1,2,4,4,2,4,12,5,5,0,6,6,17,0,0,0,0,3,14,9,1,0,7,0,17,12,5,1,8,8,1,No
2822,2823,334887,14,3,0,3,5,4,4,0,1,7,10,8,2,7,0,0,17,0,2,6,6,3,3,1,0,13,17,0,8,9,4,5,8,2,No
2823,2824,334888,18,2,0,4,6,3,5,1,1,2,18,15,4,1,0,20,0,4,8,6,2,0,16,4,0,0,20,0,16,4,3,7,10,0,No
2824,2825,334891,14,4,0,3,6,4,0,2,3,8,10,11,2,4,1,1,17,0,0,4,7,7,9,0,0,9,0,18,7,11,4,3,11,0,No
2825,2826,334895,18,7,1,3,4,6,7,2,2,16,9,13,2,9,1,24,1,0,1,9,10,5,19,4,0,2,25,0,22,3,3,6,16,2,No
2826,2827,334897,15,2,0,2,6,3,3,2,1,3,14,9,1,5,2,14,3,2,5,7,2,1,15,1,0,1,17,0,10,7,3,4,10,0,No
2827,2828,334900,9,4,0,3,0,2,3,2,3,5,8,9,2,2,0,13,0,7,5,0,1,0,7,5,0,1,13,0,13,0,2,3,8,0,No
2828,2829,334905,8,10,0,1,3,5,4,4,1,14,4,14,1,2,1,15,3,0,6,3,8,1,9,7,0,2,18,0,9,9,0,4,14,1,No
2829,2830,334906,9,5,2,2,3,2,2,1,2,6,8,8,0,6,0,13,1,2,5,2,5,0,10,0,0,4,14,0,5,9,4,2,8,0,No
2830,2831,334909,14,1,1,2,3,2,5,0,2,1,14,8,2,3,2,11,4,4,1,3,4,3,11,0,0,4,15,0,12,3,4,3,8,1,No
2831,2832,334911,13,2,0,6,2,3,2,2,0,2,13,9,1,5,0,15,0,6,4,4,1,0,9,0,0,6,15,0,12,3,3,3,9,0,No
2832,2833,334913,9,6,0,5,1,4,1,0,4,5,10,7,1,7,0,5,10,0,0,1,10,4,14,0,0,1,0,15,10,5,0,8,7,4,No
2833,2834,334914,5,11,1,1,0,4,3,2,5,10,6,10,3,2,1,16,0,1,3,4,5,3,2,2,0,12,16,0,14,2,1,2,13,2,No
2834,2835,334916,10,4,0,1,2,3,3,2,3,10,4,10,0,3,1,3,11,1,3,2,5,3,13,0,0,1,0,14,8,6,0,5,9,1,No
2835,2836,334917,14,8,2,3,1,3,5,5,3,8,14,13,2,7,0,22,0,12,5,5,0,0,21,0,0,1,22,0,2,20,2,8,12,3,No
2836,2837,334920,9,8,0,1,5,1,6,3,1,7,10,0,0,6,11,16,1,0,0,0,1,16,5,3,0,9,0,17,14,3,2,13,2,0,No
2837,2838,334924,10,4,1,4,2,3,2,2,0,4,10,13,0,1,0,14,0,10,4,0,0,0,7,6,0,1,14,0,7,7,1,5,8,0,No
2838,2839,334925,16,6,0,3,8,4,4,1,2,9,13,13,4,4,1,5,17,1,2,4,3,12,20,0,0,2,0,22,13,9,3,9,10,2,No
2839,2840,334926,4,14,0,2,4,5,2,3,2,15,3,7,3,7,1,17,1,0,0,1,11,6,10,5,0,3,0,18,14,4,0,7,11,1,No
2840,2841,334928,11,10,1,3,4,6,5,1,1,11,10,12,3,5,1,0,21,1,0,1,7,12,8,1,0,12,0,21,13,8,1,9,11,0,No
2841,2842,334935,14,8,0,9,2,3,2,2,4,11,11,11,4,4,3,22,0,3,6,4,9,0,13,3,0,6,22,0,13,9,5,7,10,4,No
2842,2843,334937,9,7,0,0,3,5,2,3,3,10,6,1,1,7,7,16,0,0,0,0,3,13,11,1,0,4,0,16,16,0,1,10,5,9,No
2843,2844,334938,14,10,1,6,2,5,4,2,4,8,16,12,2,10,0,22,2,2,5,10,5,2,15,6,0,3,24,0,18,6,2,10,12,0,No
2844,2845,334939,10,6,0,1,5,5,4,0,1,6,10,11,1,3,1,15,1,2,2,10,2,0,9,7,0,0,16,0,13,3,0,6,10,0,No
2845,2846,334940,6,12,0,6,4,4,1,2,1,14,4,1,0,7,10,18,0,0,0,0,3,15,3,2,0,13,0,18,18,0,2,13,3,0,No
2846,2847,334941,18,3,0,2,6,1,4,2,6,1,20,5,6,8,2,21,0,2,7,8,1,3,21,0,0,0,21,0,19,2,1,8,12,1,No
2847,2848,334942,16,4,0,5,4,4,2,2,3,11,9,12,4,4,0,0,20,0,0,0,6,14,20,0,0,0,0,20,16,4,1,9,10,0,No
2848,2849,334943,5,13,1,1,4,2,2,5,3,10,8,2,4,9,3,15,3,0,0,1,7,10,13,0,0,5,0,18,16,2,3,5,10,0,No
2849,2850,334944,9,5,0,0,3,4,2,2,3,7,7,3,1,6,4,14,0,0,0,1,3,10,12,0,0,2,0,14,13,1,0,8,6,0,No
2850,2851,334949,20,4,1,4,8,5,3,2,1,4,20,15,2,6,1,9,15,7,3,5,8,1,10,4,0,10,24,0,21,3,2,3,19,2,No
2851,2852,334950,13,6,0,4,3,1,3,4,4,6,13,7,1,10,1,17,2,6,3,5,3,2,14,0,0,5,19,0,18,1,2,5,12,0,No
2852,2853,334956,13,4,0,1,6,4,4,1,1,11,6,4,3,8,2,17,0,3,3,3,5,3,5,3,0,9,17,0,12,5,0,8,9,0,No
2853,2854,334957,17,3,0,3,3,6,5,1,2,1,19,5,4,10,1,20,0,6,5,5,1,3,9,11,0,0,0,20,14,6,1,7,12,1,No
2854,2855,334959,13,1,1,4,3,1,1,2,2,5,9,8,3,2,1,13,1,3,4,4,2,1,9,4,0,1,14,0,10,4,3,4,7,0,No
2855,2856,334962,12,6,1,2,3,4,5,1,2,6,12,4,1,8,5,18,0,2,3,5,7,1,12,5,1,0,18,0,17,1,3,8,7,2,No
2856,2857,334964,19,6,0,6,5,2,2,4,6,6,19,10,4,6,5,25,0,0,4,12,5,4,7,17,0,1,25,0,15,10,3,6,16,3,No
2857,2858,334966,14,1,0,3,3,3,2,2,2,2,13,8,4,2,1,3,12,3,3,0,8,1,5,0,0,10,0,15,15,0,2,4,9,2,No
2858,2859,334967,19,0,0,6,2,5,1,3,2,1,18,5,7,7,0,1,18,1,1,8,5,4,14,0,5,0,19,0,17,2,1,9,9,5,No
2859,2860,334968,12,11,0,2,3,5,6,3,4,8,15,5,3,9,6,14,9,0,0,0,10,13,6,0,0,17,0,23,21,2,2,7,14,0,No
2860,2861,334969,9,7,0,2,3,1,7,3,0,10,6,2,0,5,9,14,2,0,0,0,1,15,5,0,0,11,0,16,16,0,3,10,3,4,No
2861,2862,334970,9,5,0,5,3,4,1,1,0,6,8,10,0,3,1,14,0,4,2,7,0,1,9,0,0,5,14,0,7,7,1,5,8,0,No
2862,2863,334972,8,7,0,1,2,3,1,7,1,6,9,0,0,10,5,14,1,0,0,1,2,12,7,2,0,6,0,15,14,1,1,11,3,0,No
2863,2864,334973,7,6,0,3,1,2,4,1,2,8,5,2,1,9,1,13,0,1,2,6,4,0,9,3,0,1,13,0,11,2,0,3,10,1,No
2864,2865,334974,8,6,0,2,4,3,0,4,1,6,8,7,2,4,1,11,3,0,5,2,3,4,10,4,0,0,14,0,14,0,2,2,10,0,No
2865,2866,334976,15,5,3,3,5,4,1,1,3,7,13,3,5,9,3,20,0,5,2,6,4,3,9,3,0,8,20,0,8,12,2,9,9,1,No
2866,2867,334977,8,6,1,2,3,7,0,0,1,8,6,5,2,6,1,14,0,2,1,6,4,1,4,9,0,1,14,0,9,5,2,3,9,4,No
2867,2868,334981,11,6,0,0,7,2,4,2,2,9,8,2,2,10,3,16,1,0,0,0,3,14,10,3,0,4,0,17,14,3,2,6,9,4,No
2868,2869,334982,11,2,0,2,3,6,1,1,0,4,9,5,5,3,0,11,2,3,6,2,2,0,10,1,0,2,13,0,9,4,0,3,10,0,No
2869,2870,334984,10,1,0,0,1,5,0,4,1,2,9,1,1,9,0,11,0,1,5,0,5,0,5,4,2,0,11,0,9,2,1,3,7,0,No
2870,2871,334986,11,9,0,4,3,5,4,2,2,12,8,13,3,4,0,20,0,1,6,5,5,3,10,3,0,7,20,0,11,9,2,3,15,0,No
2871,2872,334989,15,6,0,4,3,4,3,5,2,5,16,7,1,10,3,20,1,2,3,2,14,0,11,4,0,6,21,0,12,9,1,9,11,1,No
2872,2873,334992,11,9,0,6,3,1,3,4,3,5,15,5,2,8,5,12,8,0,0,1,11,8,15,1,0,4,0,20,17,3,3,9,8,0,No
2873,2874,334994,15,6,0,2,6,4,1,5,3,7,14,12,1,6,2,21,0,3,2,8,6,2,10,8,0,3,21,0,15,6,0,8,13,0,No
2874,2875,334995,9,6,0,2,3,1,5,3,1,5,10,10,2,3,0,15,0,5,5,2,3,0,15,0,0,0,15,0,7,8,1,2,12,1,No
2875,2876,334999,9,6,0,1,3,7,2,2,0,7,8,7,1,4,3,15,0,4,2,4,2,3,7,7,0,1,15,0,11,4,1,9,5,0,No
2876,2877,335000,9,10,2,3,3,7,0,3,1,14,5,6,2,7,4,19,0,0,2,2,11,4,13,0,1,5,0,19,19,0,3,9,7,6,No
2877,2878,335001,6,6,0,3,1,3,2,1,2,6,6,6,2,4,0,12,0,2,3,1,5,1,6,4,0,2,12,0,8,4,1,4,7,0,No
2878,2879,335003,22,3,0,6,6,5,1,2,5,3,22,12,5,4,4,23,2,3,4,9,5,4,19,2,1,3,25,0,14,11,6,5,14,1,No
2879,2880,335004,4,6,0,0,2,1,2,3,2,7,3,0,0,3,7,10,0,0,0,0,0,10,6,1,0,3,0,10,10,0,2,7,1,0,No
2880,2881,335005,22,3,1,5,3,4,5,4,3,2,23,7,4,8,6,20,5,1,5,3,7,9,12,0,0,13,0,25,24,1,5,5,15,5,No
2881,2882,335006,14,3,1,2,4,1,6,2,1,2,15,11,1,5,0,17,0,4,5,6,1,1,4,9,0,4,17,0,15,2,1,5,11,3,No
2882,2883,335008,13,3,0,4,0,4,3,4,1,6,10,12,4,0,0,15,1,10,3,1,2,0,12,3,0,1,16,0,13,3,1,2,13,0,No
2883,2884,335009,18,9,1,5,4,7,1,5,4,7,20,9,0,13,5,27,0,6,7,4,1,9,11,4,0,12,27,0,25,2,7,9,11,6,No
2884,2885,335010,15,5,1,5,5,2,3,3,1,6,14,9,6,5,0,20,0,8,11,1,0,0,2,18,0,0,20,0,13,7,4,4,12,0,No
2885,2886,335011,11,7,1,4,2,3,1,4,3,14,4,7,3,8,0,17,1,0,0,5,7,6,1,16,0,1,0,18,7,11,1,7,10,0,No
2886,2887,335012,14,2,0,3,3,7,2,1,0,3,13,9,3,2,2,6,10,2,5,4,3,2,3,2,0,11,16,0,14,2,2,5,9,0,No
2887,2888,335013,12,11,0,7,6,2,3,2,3,11,12,10,5,8,0,15,8,0,0,2,12,9,8,14,0,1,0,23,22,1,4,9,10,3,No
2888,2889,335015,13,4,1,2,6,2,0,2,4,7,10,16,1,0,0,1,16,1,3,6,3,4,4,1,0,12,17,0,13,4,3,4,10,0,No
2889,2890,335016,15,0,0,4,5,2,1,0,3,3,12,9,4,2,0,15,0,2,8,5,0,0,0,15,0,0,15,0,6,9,1,4,10,0,No
2890,2891,335017,10,15,2,3,8,6,0,2,4,15,10,18,3,4,0,25,0,15,9,1,0,0,13,12,0,0,25,0,15,10,2,5,18,0,No
2891,2892,335018,15,10,0,4,5,6,4,3,3,15,10,13,1,9,2,25,0,7,9,8,1,0,18,4,3,0,25,0,16,9,1,9,15,0,No
2892,2893,335019,10,3,0,4,1,3,1,3,1,6,7,10,3,0,0,0,13,0,1,4,7,1,11,0,0,2,13,0,8,5,3,4,6,0,No
2893,2894,335023,21,7,4,5,4,6,2,3,4,5,23,13,2,11,2,28,0,0,1,5,15,7,28,0,0,0,0,28,24,4,10,5,13,0,No
2894,2895,335024,11,10,0,1,7,5,4,4,0,11,10,9,3,6,3,21,0,1,3,9,3,5,13,3,2,3,21,0,13,8,1,6,14,0,No
2895,2896,335025,10,7,1,3,2,3,3,3,2,11,6,10,0,6,1,17,0,6,5,3,3,0,14,1,0,2,17,0,12,5,3,4,10,3,No
2896,2897,335026,12,11,0,9,2,4,2,1,5,9,14,7,3,8,5,22,1,0,0,3,7,13,16,0,0,7,0,23,17,6,5,11,7,0,No
2897,2898,335029,10,10,1,3,2,7,3,3,1,14,6,6,2,12,0,20,0,0,2,6,6,6,19,1,0,0,20,0,15,5,1,6,13,0,No
2898,2899,335030,12,1,1,4,2,2,2,0,2,4,9,4,0,7,2,13,0,3,6,3,1,0,1,11,0,1,13,0,9,4,3,3,7,2,No
2899,2900,335031,9,7,0,2,1,3,3,2,5,9,7,4,5,6,1,2,14,1,1,2,2,10,3,0,0,13,16,0,15,1,2,5,9,0,No
2900,2901,335033,14,7,0,2,6,5,3,4,1,6,15,10,0,11,0,21,0,7,7,3,1,3,16,5,0,0,21,0,14,7,0,5,16,0,No
2901,2902,335035,12,5,0,5,3,4,4,0,1,6,11,5,1,9,2,17,0,4,4,7,2,0,5,12,0,0,17,0,15,2,3,7,7,2,No
2902,2903,335036,16,0,0,3,3,3,3,1,3,0,16,12,2,2,0,13,3,14,1,1,0,0,10,4,1,1,16,0,10,6,3,3,10,0,No
2903,2904,335039,17,5,1,4,6,1,1,3,6,10,12,9,4,6,3,9,13,0,0,1,7,14,12,2,0,8,0,22,22,0,6,6,10,0,No
2904,2905,335040,12,3,0,4,6,2,0,0,3,3,12,7,5,3,0,13,2,3,5,6,1,0,4,10,0,1,15,0,10,5,1,6,8,1,No
2905,2906,335041,9,11,0,3,6,6,4,0,1,7,13,9,4,6,1,15,5,3,5,5,6,1,11,3,0,6,20,0,17,3,1,8,11,0,No
2906,2907,335046,10,7,0,0,5,5,5,1,1,14,3,6,2,4,5,17,0,1,1,2,6,7,16,0,0,1,17,0,10,7,0,8,9,2,No
2907,2908,335050,16,1,0,2,4,2,4,2,3,0,17,11,3,3,0,17,0,2,10,5,0,0,11,0,1,5,17,0,13,4,0,6,11,0,No
2908,2909,335051,9,7,0,3,4,3,4,0,2,5,11,0,0,7,9,12,4,0,0,2,0,14,5,0,0,11,0,16,16,0,3,10,3,3,No
2909,2910,335052,6,9,1,2,3,3,1,4,1,10,5,9,1,2,3,15,0,1,3,9,2,0,13,2,0,0,15,0,11,4,2,4,9,0,No
2910,2911,335053,14,4,0,6,7,1,2,2,0,8,10,14,0,4,0,0,18,0,4,7,5,2,12,0,0,6,0,18,12,6,4,6,8,1,No
2911,2912,335054,9,2,0,1,3,2,3,1,1,2,9,8,1,1,1,11,0,2,5,3,0,1,3,5,3,0,11,0,5,6,3,3,5,1,No
2912,2913,335057,12,5,0,2,4,2,3,4,2,11,6,10,4,3,0,9,8,4,5,6,2,0,16,1,0,0,17,0,10,7,2,2,13,1,No
2913,2914,335058,9,8,0,4,3,5,2,3,0,10,7,7,1,8,1,13,4,0,0,5,6,6,10,7,0,0,17,0,10,7,0,6,11,1,No
2914,2915,335059,12,3,2,4,4,0,1,2,2,8,7,9,2,3,1,15,0,3,9,1,2,0,8,7,0,0,15,0,11,4,5,2,8,1,No
2915,2916,335060,13,10,2,4,5,2,2,5,3,13,10,8,2,12,1,20,3,0,0,5,5,13,8,1,0,14,23,0,20,3,4,9,10,0,No
2916,2917,335062,11,8,0,4,5,1,4,3,2,9,10,9,2,8,0,15,4,1,1,7,7,3,10,7,0,2,19,0,10,9,0,6,13,0,No
2917,2918,335065,9,9,0,1,3,3,7,2,2,12,6,11,4,2,1,10,8,1,3,5,6,3,10,8,0,0,18,0,11,7,1,2,15,0,No
2918,2919,335066,10,8,0,3,3,5,2,2,3,10,8,9,3,5,1,18,0,0,7,7,4,0,13,1,0,4,18,0,9,9,2,2,14,0,No
2919,2920,335069,6,7,0,3,4,2,2,1,1,5,8,2,2,8,1,13,0,4,2,3,3,1,6,3,0,4,13,0,12,1,2,5,6,0,No
2920,2921,335071,17,3,0,6,4,3,4,2,1,3,17,12,2,6,0,12,8,0,3,8,3,6,9,5,0,6,20,0,12,8,2,6,12,4,No
2921,2922,335074,16,6,1,5,7,0,3,3,3,5,17,6,6,9,1,7,15,0,0,2,7,13,11,1,0,10,0,22,20,2,3,5,14,3,No
2922,2923,335075,9,8,0,2,4,3,3,3,2,11,6,4,3,7,3,14,3,0,2,5,3,7,6,1,0,10,17,0,15,2,1,6,10,0,No
2923,2924,335076,19,0,3,3,4,4,3,1,1,0,19,17,1,1,0,10,9,16,2,1,0,0,10,6,1,2,19,0,17,2,4,6,9,0,No
2924,2925,335077,21,0,0,4,4,3,3,2,5,0,21,14,4,2,1,20,1,15,4,2,0,0,4,8,0,9,21,0,20,1,2,5,14,1,No
2925,2926,335078,11,6,0,4,3,6,3,0,1,6,11,8,2,5,2,8,9,9,0,4,3,1,12,5,0,0,17,0,11,6,5,5,7,0,No
2926,2927,335079,12,10,3,3,2,6,6,2,0,11,11,14,2,4,2,22,0,8,11,1,2,0,9,4,9,0,22,0,9,13,4,4,14,1,No
2927,2928,335080,13,8,0,3,2,5,6,4,1,14,7,4,5,7,5,21,0,0,1,3,6,11,8,3,0,10,21,0,15,6,1,8,12,0,No
2928,2929,335081,15,2,0,2,3,4,5,2,1,1,16,13,1,2,1,14,3,10,7,0,0,0,6,4,0,7,17,0,17,0,1,5,11,0,No
2929,2930,335086,10,21,0,1,6,8,7,5,4,22,9,9,6,13,3,30,1,0,0,2,6,23,27,2,0,2,31,0,26,5,3,11,17,5,Yes
2930,2931,335087,13,3,0,4,6,2,2,0,2,1,15,11,3,2,0,16,0,10,2,3,1,0,4,12,0,0,16,0,11,5,2,6,8,0,No
2931,2932,335090,10,8,2,3,3,2,1,5,2,4,14,10,3,5,0,17,1,5,6,3,4,0,6,2,0,10,18,0,15,3,2,4,12,2,No
2932,2933,335092,13,3,0,1,1,6,4,3,1,8,8,9,0,6,1,16,0,9,3,2,2,0,12,2,0,2,16,0,15,1,1,2,13,1,No
2933,2934,335094,18,3,1,3,6,2,2,6,1,8,13,10,10,0,1,21,0,7,11,3,0,0,10,9,0,2,21,0,18,3,2,6,13,0,No
2934,2935,335096,9,9,0,6,3,3,1,2,3,9,9,4,2,5,7,18,0,1,4,2,5,6,10,5,0,3,18,0,18,0,1,9,8,0,No
2935,2936,335097,16,9,1,7,5,3,2,3,4,11,14,5,1,12,7,23,2,0,0,1,12,12,9,3,0,13,0,25,23,2,6,10,9,1,No
2936,2937,335098,5,6,0,0,1,5,0,2,3,7,4,1,0,7,3,11,0,0,0,0,1,10,4,2,0,5,0,11,11,0,1,6,4,0,No
2937,2938,335099,5,13,1,1,6,1,1,5,3,3,15,2,7,8,1,18,0,1,1,5,6,5,13,5,0,0,18,0,13,5,1,5,12,0,No
2938,2939,335102,21,0,3,3,6,2,3,2,2,0,21,18,1,2,0,14,7,11,3,5,0,2,11,3,1,6,21,0,19,2,3,7,11,0,No
2939,2940,335104,12,12,0,2,5,6,5,2,4,6,18,6,5,13,0,24,0,6,7,4,5,2,19,5,0,0,24,0,20,4,0,7,17,2,No
2940,2941,335105,8,7,0,1,3,3,7,1,0,5,10,6,2,7,0,11,4,9,1,3,1,1,3,2,2,8,15,0,6,9,0,5,10,3,No
2941,2942,335106,19,2,0,6,1,5,1,5,3,1,20,7,5,7,2,8,13,1,5,1,3,11,12,1,0,8,21,0,7,14,2,7,12,6,No
2942,2943,335107,5,4,1,1,1,3,0,2,1,6,3,2,2,1,4,9,0,1,0,2,2,4,7,2,0,0,0,9,7,2,1,6,2,1,No
2943,2944,335108,10,1,1,3,1,2,1,0,3,1,10,5,1,3,2,10,1,3,6,1,0,1,7,4,0,0,11,0,11,0,4,3,4,0,No
2944,2945,335110,13,7,1,3,6,5,1,3,1,6,14,7,4,8,1,10,10,2,3,6,5,4,14,5,0,1,20,0,17,3,2,8,10,0,No
2945,2946,335111,0,11,0,1,3,3,0,2,2,11,0,10,0,1,0,11,0,3,4,4,0,0,4,0,0,7,11,0,11,0,0,1,10,0,No
2946,2947,335112,9,8,0,1,4,4,0,5,3,8,9,10,0,5,2,14,3,4,3,7,1,2,14,3,0,0,17,0,14,3,1,5,11,0,No
2947,2948,335113,4,12,1,2,3,1,7,1,1,10,6,7,1,8,0,16,0,4,3,4,4,1,11,5,0,0,0,16,14,2,1,9,6,0,No
2948,2949,335114,13,9,1,2,6,1,4,5,3,15,7,8,3,8,3,22,0,0,0,10,5,7,5,10,0,7,22,0,16,6,2,9,11,0,No
2949,2950,335115,18,0,1,9,0,1,5,1,1,0,18,9,1,6,2,14,4,2,4,6,6,0,13,1,0,4,18,0,15,3,2,6,10,4,No
2950,2951,335116,11,11,0,5,1,4,6,0,6,15,7,8,4,8,2,21,1,4,7,4,3,4,14,6,0,2,22,0,18,4,1,6,15,0,No
2951,2952,335117,13,5,1,3,3,2,5,2,2,7,11,7,4,7,0,14,4,7,7,3,1,0,7,8,0,3,18,0,14,4,0,6,12,0,No
2952,2953,335118,17,1,0,4,7,3,3,1,0,0,18,6,1,8,3,18,0,5,4,3,6,0,12,4,1,1,18,0,9,9,1,7,10,6,No
2953,2954,335119,11,7,0,2,2,1,5,6,2,6,12,4,2,8,4,14,4,0,1,0,1,16,8,1,0,9,0,18,17,1,0,6,12,1,No
2954,2955,335120,13,6,2,2,1,1,6,1,6,9,10,8,4,6,1,19,0,2,4,5,7,1,19,0,0,0,19,0,9,10,2,4,13,2,No
2955,2956,335123,10,11,0,1,3,4,5,2,6,14,7,8,4,4,5,16,5,0,0,2,4,15,7,5,0,9,0,21,19,2,0,12,9,1,No
2956,2957,335124,4,3,1,0,1,3,0,2,0,2,5,3,0,4,0,6,1,0,0,1,5,1,4,2,0,1,0,7,5,2,2,0,5,2,No
2957,2958,335125,15,7,2,2,5,3,2,5,3,7,15,15,3,3,1,19,3,11,6,2,2,1,11,9,0,2,22,0,13,9,4,3,15,2,No
2958,2959,335126,15,1,2,2,2,4,3,2,1,8,8,14,1,1,0,8,8,4,8,0,4,0,7,2,1,6,16,0,10,6,1,3,12,0,No
2959,2960,335127,12,8,0,4,4,3,3,1,5,8,12,8,1,7,4,20,0,3,4,8,3,2,9,8,0,3,20,0,13,7,2,7,11,1,No
2960,2961,335128,11,5,0,2,1,4,0,7,2,9,7,12,0,4,0,15,1,12,3,0,0,1,5,10,0,1,16,0,14,2,2,5,9,0,No
2961,2962,335129,18,6,0,2,6,3,6,2,5,10,14,7,6,7,4,2,22,0,0,1,5,18,19,0,0,5,0,24,23,1,1,10,13,4,No
2962,2963,335134,22,2,0,5,4,6,4,4,1,1,23,10,6,3,5,9,15,3,2,6,9,4,16,2,0,6,24,0,19,5,3,9,12,1,No
2963,2964,335135,18,8,0,9,4,3,4,1,5,10,16,8,3,9,6,26,0,6,3,5,3,9,10,6,0,10,26,0,19,7,3,11,12,3,No
2964,2965,335136,10,10,1,4,3,4,2,3,3,10,10,10,4,5,1,16,4,4,7,5,2,2,7,10,1,2,20,0,12,8,3,6,11,5,No
2965,2966,335137,12,5,1,5,4,2,1,1,3,5,12,3,2,11,1,17,0,1,1,2,4,9,11,6,0,0,17,0,12,5,2,8,7,0,No
2966,2967,335140,10,8,1,5,2,3,3,3,1,13,5,7,2,9,0,18,0,1,2,6,7,2,12,3,0,3,18,0,14,4,0,9,9,0,No
2967,2968,335143,13,6,0,3,7,3,3,1,2,7,12,7,3,6,3,19,0,2,5,1,6,5,19,0,0,0,19,0,5,14,2,8,9,3,No
2968,2969,335145,11,2,1,0,3,3,4,2,0,10,3,8,3,2,0,13,0,1,5,6,1,0,6,4,0,3,13,0,10,3,0,3,10,0,No
2969,2970,335146,3,12,0,2,7,2,2,1,1,11,4,3,4,6,2,1,14,0,0,0,8,7,13,0,0,2,0,15,14,1,1,8,6,1,No
2970,2971,335150,6,10,0,2,2,4,4,3,1,6,10,12,1,2,1,8,8,0,1,4,7,4,12,3,0,1,0,16,10,6,0,3,13,1,No
2971,2972,335151,10,2,1,1,4,4,1,1,0,6,6,7,0,3,2,12,0,6,3,1,2,0,12,0,0,0,12,0,9,3,2,4,6,0,No
2972,2973,335152,10,10,2,3,3,3,1,4,4,8,12,13,4,3,0,18,2,3,6,7,2,2,14,5,0,1,20,0,13,7,2,2,16,2,No
2973,2974,335154,13,6,0,3,6,3,2,3,2,6,13,10,1,6,2,19,0,1,7,5,2,4,12,3,0,4,19,0,17,2,3,8,8,9,No
2974,2975,335156,13,5,1,3,5,4,5,0,0,11,7,12,4,1,1,18,0,10,5,2,0,1,11,5,0,2,18,0,5,13,0,7,11,1,No
2975,2976,335161,10,4,0,3,4,2,2,2,1,10,4,7,2,4,1,14,0,5,4,2,2,1,0,13,0,1,14,0,10,4,0,5,9,0,No
2976,2977,335162,8,3,1,0,2,1,2,3,2,4,7,0,1,1,9,10,1,0,0,0,0,11,6,0,0,5,0,11,11,0,3,7,1,1,No
2977,2978,335163,20,4,1,4,7,5,1,4,2,3,21,16,1,6,1,19,5,7,7,4,6,0,5,13,3,3,24,0,18,6,3,5,16,1,No
2978,2979,335165,13,2,0,1,3,4,5,2,0,2,13,11,3,1,0,15,0,10,2,3,0,0,14,1,0,0,15,0,8,7,1,8,6,0,No
2979,2980,335169,14,4,1,2,5,4,2,4,0,11,7,12,3,3,0,15,3,4,7,7,0,0,0,12,0,6,18,0,14,4,1,3,14,1,No
2980,2981,335171,5,14,1,1,2,8,3,2,2,13,6,7,4,5,3,9,10,1,3,5,3,7,3,5,0,11,19,0,17,2,2,6,11,0,No
2981,2982,335173,15,6,0,5,6,2,3,4,1,11,10,7,5,9,0,21,0,4,2,9,6,0,20,0,0,1,21,0,14,7,1,8,12,0,No
2982,2983,335174,10,11,2,2,3,7,3,3,1,11,10,16,2,3,0,21,0,6,9,6,0,0,19,2,0,0,21,0,14,7,3,3,15,1,No
2983,2984,335175,14,3,2,3,5,1,1,4,1,5,12,14,0,1,2,14,3,3,5,8,1,0,7,9,0,1,17,0,12,5,2,4,11,0,No
